fastq_forward	fastq_reverse	specimen_id	application	fastqc_ccc_did
ec951e13-bcbb-4e9b-b59d-7598e8c1ced1	914e46a7-746d-48c2-97b2-b638533303bc	12-00071	RNA-Seq					
a5edd14d-8afc-4dbe-9591-518acc7afb05	7aa6eed0-e937-43ce-b85a-75990068c49c	12-00071	RNA-Seq					
c0ad50c2-46a2-4bd1-ae4d-c3a2cac4487d	3d57f045-4215-4903-b82e-e03a9d3e0116	12-00071	RNA-Seq					
b279f2e2-a6fa-4dfc-ae71-a6dd1518eed9	d4399875-7b53-4e76-b7bc-04f277e87b64	12-00071	RNA-Seq					
92bdff43-dbf2-46bc-ae66-adefeff9b20e	9d248624-70b6-4408-9624-077d6650b973	12-00071	RNA-Seq					
c79b6498-0cb2-4657-885d-21401bdb4ee2	3ad6be30-7f4f-4a8b-b74d-148222b270c4	12-00071	RNA-Seq					
7b8aed3d-fffd-47e3-bcb2-09b0b8164e33	97afe278-679d-4a14-be9d-a53c1626b366	12-00071	RNA-Seq					
4e55266a-9589-45e3-bbef-151f0acb96be	17c70b93-80e8-463a-8681-bd38b3d97f39	12-00071	RNA-Seq					
12ee51e8-9373-4418-814c-1d17c8decc54	718f19ba-0803-460b-87f0-9674aa3e7748	12-00071	RNA-Seq					
480173ce-9b28-47f8-b3e3-b614021ce250	71c35d28-d808-4622-87c3-7bce64cc42a4	12-00085	RNA-Seq					
10622dcc-4cf7-44dc-b27d-759cff02d68b	77e45f62-8aaf-4f15-9a0c-456e29b54ab7	12-00085	RNA-Seq					
8dfe3b89-745d-46cc-abe5-5993101ea7ac	89f528aa-a332-4bc5-aef2-3e34bcc0a34c	12-00085	RNA-Seq					
c21e6aeb-e6b4-4e8a-9d1d-aa3080f9efa8	68ce7724-5baa-4305-ae95-5f48d5a0ecea	12-00085	RNA-Seq					
780da86f-4c8b-4090-bca1-71e939cd806a	3a8b95e6-eab7-4e31-96a7-f24a8bf993d6	12-00085	RNA-Seq					
e03de049-14e6-4a17-bc8a-3506eca3d5a6	af648065-f254-4113-adf1-f87d6b609067	12-00085	RNA-Seq					
a58a5a98-0d99-4106-b9e2-445976a244f0	9d4ccb3c-4c33-4c48-b11a-abb189897095	12-00085	RNA-Seq					
78f12800-35bb-4f0c-9db9-0920f3004964	36e990ff-5a09-4608-9f2f-98b0ef993008	12-00085	RNA-Seq					
88585b84-dc03-4e57-8448-a024af4cc6dd	f42adbc2-c9b4-4d61-aec7-ce6c1882154e	12-00085	RNA-Seq					
674a8dee-3728-412c-b665-ce9798e03da5	2f90c8db-4189-40ae-ac88-e80d5a1a213f	12-00085	RNA-Seq					
65ddc37c-d18f-4c64-b4e3-2ea618b0dd4e	74e9766e-7b2b-4d77-8998-0290e37079f5	12-00085	RNA-Seq					
217492b6-5078-45ca-b3ba-8c6699c01d82	dea23091-033a-414d-99b8-67bc068ccb08	12-00085	RNA-Seq					
27a2c189-8141-44c9-9520-a7520afb3ccd	5753464e-3031-4281-ac89-7dd999e659b6	12-00109	RNA-Seq					
c7c8b1d8-089c-4e4c-9cbc-f07bc5cc6e3f	05ada453-1961-4bb0-9638-5ee05ed27944	12-00109	RNA-Seq					
4a995d13-0934-4377-8c9c-bd7086c61ff5	2c1620e9-8062-41da-8c79-5f465f911479	12-00109	RNA-Seq					
ae506812-66a8-480c-88ea-cc61406227ce	deed0b9a-a282-437d-8616-922becee8465	12-00109	RNA-Seq					
01ab1600-854a-4a11-93a9-7971e169006d	f84d90d9-30dc-4c0c-bc1d-b70dd7521418	12-00109	RNA-Seq					
6ec6a336-ef05-41da-a7da-67ee8793d3d9	8ec476df-e402-4ee8-92ad-cd3108230596	12-00109	RNA-Seq					
020818d9-0cfa-48c9-ac2f-58c6679681ee	fdb5fba8-69d1-438f-9a47-2796116a9865	12-00109	RNA-Seq					
b876c158-42c9-49a7-88ff-f470e55771b3	f3b13feb-c51a-44c8-934a-95695b0cb410	12-00109	RNA-Seq					
f01cb716-7ad6-462d-ba96-ae00b1648615	3aed66c9-d7f6-4717-8298-04922a15ed76	12-00109	RNA-Seq					
56f6af48-c992-48a8-9c62-e41a364d1b48	fe91e98d-b648-4f3d-af0d-3eaacf5d07b7	12-00109	RNA-Seq					
